ID,UPC,c__baseSku,brand,c__configurableProduct,c__fuelType,c__ignitionType,c__isDiscontinued,c__isSharedVariationProduct,c__isStepVariationProduct,manufacturerSKU,name__default,c__parentSku,c__productCategory,c__productTypeNonoperative,c__series,c__seriesNumber,c__sku,c__skuLP,c__skuNG,c__style,c__unitSku,c__ventType,variants,variationGroups,productSets
7spe30-2,,,Superior,,,,,,,7SPE30-2,"Superior 7"" Diameter Wood Burning 30 Degree SS Elbow (2pk) | 7SPE30-2 |",,Venting Components,Product,,,7SPE30-2,,,,,,,,
7spf10,43593072214,,Superior,,,,,,,7SPF10,"Superior 7"" Diameter Wood Burning 6/12-10/12 Flashing | 7SPF10 |",,Venting Components,Product,,,7SPF10,,,,,,,,
7spf5,43593072207,,Superior,,,,,,,7SPF5,"Superior 7"" Diameter Wood Burning 2/12-5/12 Flashing | 7SPF5 |",,Venting Components,Product,,,7SPF5,,,,,,,,
7spff,43593072191,,Superior,,,,,,,7SPFF,"Superior 7"" Diameter Wood Burning Flat Flashing | 7SPFF |",,Venting Components,Product,,,7SPFF,,,,,,,,
7spfs,43593072177,,Superior,,,,,,,7SPFS,"Superior 7"" Diameter Wood Burning Firestop Spacer | 7SPFS |",,Venting Components,Product,,,7SPFS,,,,,,,,
7spis,43593072184,,Superior,,,,,,,7SPIS,"Superior 7"" Diameter Wood Burning Insulation Shield | 7SPIS |",,Venting Components,Product,,,7SPIS,,,,,,,,
7sprb,43593072238,,Superior,,,,,,,7SPRB,"Superior 7"" Diameter Wood Burning Roof Brace | 7SPRB |",,Venting Components,Product,,,7SPRB,,,,,,,,
7sps12-2,,,Superior,,,,,,,7SPS12-2,"Superior 7"" Diameter Wood Burning 12"" SS Chimney Length (2pk) | 7SPS12-2 |",,Venting Components,Product,,,7SPS12-2,,,,,,,,
7sps18-2,,,Superior,,,,,,,7SPS18-2,"Superior 7"" Diameter Wood Burning 18"" SS Chimney Length (2pk) | 7SPS18-2 |",,Venting Components,Product,,,7SPS18-2,,,,,,,,
7sps24,43593072122,,Superior,,,,,,,7SPS24,"Superior 7"" Diameter Wood Burning 24"" SS Chimney Length | 7SPS24 |",,Venting Components,Product,,,7SPS24,,,,,,,,
7sps36,43593072139,,Superior,,,,,,,7SPS36,"Superior 7"" Diameter Wood Burning 36"" SS Chimney Length | 7SPS36 |",,Venting Components,Product,,,7SPS36,,,,,,,,
7sps48,43593072146,,Superior,,,,,,,7SPS48,"Superior 7"" Diameter Wood Burning 48"" SS Chimney Length | 7SPS48 |",,Venting Components,Product,,,7SPS48,,,,,,,,
7sps6-2,,,Superior,,,,,,,7SPS6-2,"Superior 7"" Diameter Wood Burning 6"" SS Chimney Length (2pk) | 7SPS6-2 |",,Venting Components,Product,,,7SPS6-2,,,,,,,,
7spsb,43593072290,,Superior,,,,,,,7SPSB,"Superior 7"" Diameter Wood Burning Support Band | 7SPSB |",,Venting Components,Product,,,7SPSB,,,,,,,,
7spsc,43593072245,,Superior,,,,,,,7SPSC,"Superior 7"" Diameter Wood Burning Storm Collar | 7SPSC |",,Venting Components,Product,,,7SPSC,,,,,,,,
7spse15-2,,,Superior,,,,,,,7SPSE15-2,"Superior 7"" Diameter Wood Burning 15 Degree SS Elbow (2pk) | 7SPSE15-2 |",,Venting Components,Product,,,7SPSE15-2,,,,,,,,
7spwb,43593072283,,Superior,,,,,,,7SPWB,"Superior 7"" Diameter Wood Burning Wall Band | 7SPWB |",,Venting Components,Product,,,7SPWB,,,,,,,,
7spwf,43593072269,,Superior,,,,,,,7SPWF,"Superior 7"" Diameter Wood Burning Non-Insulated Wall Firestop | 7SPWF |",,Venting Components,Product,,,7SPWF,,,,,,,,
8dbk-12,,,DuraVent,,,,,,,8DBK-12,"DuraVent DuraBlack 8"" Diameter Single Wall Black 12"" Pipe Length | 8DBK-12 |",,Venting Components,Product,DuraBlack,,8DBK-12,,,,,,,,
8dbk-12ss,,,DuraVent,,,,,,,8DBK-12SS,"DuraVent DuraBlack 8"" Diameter Single Wall Stainless Steel 12"" Pipe Length | 8DBK-12SS |",,Venting Components,Product,DuraBlack,,8DBK-12SS,,,,,,,,
8dbk-24,,,DuraVent,,,,,,,8DBK-24,"DuraVent DuraBlack 8"" Diameter Single Wall Black 24"" Pipe Length | 8DBK-24 |",,Venting Components,Product,DuraBlack,,8DBK-24,,,,,,,,
8dbk-24ss,,,DuraVent,,,,,,,8DBK-24SS,"DuraVent DuraBlack 8"" Diameter Single Wall Stainless Steel 24"" Pipe Length | 8DBK-24SS |",,Venting Components,Product,DuraBlack,,8DBK-24SS,,,,,,,,
8dbk-48,,,DuraVent,,,,,,,8DBK-48,"DuraVent DuraBlack 8"" Diameter Single Wall Black 48"" Pipe Length | 8DBK-48 |",,Venting Components,Product,DuraBlack,,8DBK-48,,,,,,,,
8dbk-48ss,,,DuraVent,,,,,,,8DBK-48SS,"DuraVent DuraBlack 8"" Diameter Single Wall Stainless Steel 48"" Pipe Length | 8DBK-48SS |",,Venting Components,Product,DuraBlack,,8DBK-48SS,,,,,,,,
8dbk-ad,,,DuraVent,,,,,,,8DBK-AD,"DuraVent DuraBlack 8"" Diameter Black Stovetop Adapter | 8DBK-AD |",,Venting Components,Product,DuraBlack,,8DBK-AD,,,,,,,,
8dbk-addb,,,DuraVent,,,,,,,8DBK-ADDB,"DuraVent DuraBlack 8"" Diameter Black Double-Skirted Stovetop Adapter | 8DBK-ADDB |",,Venting Components,Product,DuraBlack,,8DBK-ADDB,,,,,,,,
8dbk-ador,,,DuraVent,,,,,,,8DBK-ADOR,"DuraVent DuraBlack 8"" Diameter Black Oval-to-Round Adapter | 8DBK-ADOR |",,Venting Components,Product,DuraBlack,,8DBK-ADOR,,,,,,,,
8dbk-adsl,,,DuraVent,,,,,,,8DBK-ADSL,"DuraVent DuraBlack 8"" Diameter Black Snap-Lock Adapter w/Trim | 8DBK-ADSL |",,Venting Components,Product,DuraBlack,,8DBK-ADSL,,,,,,,,
8dbk-adss,,,DuraVent,,,,,,,8DBK-ADSS,"DuraVent DuraBlack 8"" Diameter Stainless Steel Stovetop Adapter | 8DBK-ADSS |",,Venting Components,Product,DuraBlack,,8DBK-ADSS,,,,,,,,
8dbk-ds,,,DuraVent,,,,,,,8DBK-DS,"DuraVent DuraBlack 8"" Diameter Black Damper Section | 8DBK-DS |",,Venting Components,Product,DuraBlack,,8DBK-DS,,,,,,,,
8dbk-e45,,,DuraVent,,,,,,,8DBK-E45,"DuraVent DuraBlack 8"" Diameter Black 45 Degree Black Elbow | 8DBK-E45 |",,Venting Components,Product,DuraBlack,,8DBK-E45,,,,,,,,
8dbk-e45ss,,,DuraVent,,,,,,,8DBK-E45SS,"DuraVent DuraBlack 8"" Diameter Stainless Steel 45 Degree Black Elbow | 8DBK-E45SS |",,Venting Components,Product,DuraBlack,,8DBK-E45SS,,,,,,,,
8dbk-e90,,,DuraVent,,,,,,,8DBK-E90,"DuraVent DuraBlack 8"" Diameter Black 90 Degree Black Elbow | 8DBK-E90 |",,Venting Components,Product,DuraBlack,,8DBK-E90,,,,,,,,
8dbk-e90ss,,,DuraVent,,,,,,,8DBK-E90SS,"DuraVent DuraBlack 8"" Diameter Stainless Steel 90 Degree Black Elbow | 8DBK-E90SS |",,Venting Components,Product,DuraBlack,,8DBK-E90SS,,,,,,,,
8dbk-sc,,,DuraVent,,,,,,,8DBK-SC,"DuraVent DuraBlack 8"" Diameter Black Slip Connector w/ Trim | 8DBK-SC |",,Venting Components,Product,DuraBlack,,8DBK-SC,,,,,,,,
8dbk-scss,,,DuraVent,,,,,,,8DBK-SCSS,"DuraVent DuraBlack 8"" Diameter Stainless Steel Slip Connector w/trim | 8DBK-SCSS |",,Venting Components,Product,DuraBlack,,8DBK-SCSS,,,,,,,,
8dbk-t,,,DuraVent,,,,,,,8DBK-T,"DuraVent DuraBlack 8"" Diameter Black Tee w/Clean-Out Cap | 8DBK-T |",,Venting Components,Product,DuraBlack,,8DBK-T,,,,,,,,
8dbk-tc,,,DuraVent,,,,,,,8DBK-TC,"DuraVent DuraBlack 8"" Diameter Black Trim Collar | 8DBK-TC |",,Venting Components,Product,DuraBlack,,8DBK-TC,,,,,,,,
8dbk-tss,,,DuraVent,,,,,,,8DBK-TSS,"DuraVent DuraBlack 8"" Diameter Stainless Steel Tee w/Clean-Out Cap | 8DBK-TSS |",,Venting Components,Product,DuraBlack,,8DBK-TSS,,,,,,,,
8dbk-x10,,,DuraVent,,,,,,,8DBK-X10,"DuraVent DuraBlack 10"" Diameter Black Increaser 8"" - 10"" | 8DBK-X10 |",,Venting Components,Product,DuraBlack,,8DBK-X10,,,,,,,,
8dlr-mtsc1,,,DuraVent,,,,,,,8DLR-MTSC1,"DuraVent DVL 8"" Diameter Masonry Thimble w/Slip Connector | 8DLR-MTSC1 |",,Venting Components,Product,DVL,,8DLR-MTSC1,,,,,,,,
8dvl-06,,,DuraVent,,,,,,,8DVL-06,"DuraVent DVL 8"" Diameter Double Wall Black 6"" Pipe Length | 8DVL-06 |",,Venting Components,Product,DVL,,8DVL-06,,,,,,,,
8dvl-12,,,DuraVent,,,,,,,8DVL-12,"DuraVent DVL 8"" Diameter Double Wall Black 12"" Pipe Length | 8DVL-12 |",,Venting Components,Product,DVL,,8DVL-12,,,,,,,,
8dvl-12adj,,,DuraVent,,,,,,,8DVL-12ADJ,"DuraVent DVL 8"" Diameter Double Wall Black 12"" Adjustable Pipe Length | 8DVL-12ADJ |",,Venting Components,Product,DVL,,8DVL-12ADJ,,,,,,,,
8dvl-18,,,DuraVent,,,,,,,8DVL-18,"DuraVent DVL 8"" Diameter Double Wall Black 18"" Pipe Length | 8DVL-18 |",,Venting Components,Product,DVL,,8DVL-18,,,,,,,,
8dvl-24,,,DuraVent,,,,,,,8DVL-24,"DuraVent DVL 8"" Diameter Double Wall Black 24"" Pipe Length | 8DVL-24 |",,Venting Components,Product,DVL,,8DVL-24,,,,,,,,
8dvl-46ta,,,DuraVent,,,,,,,8DVL-46TA,"DuraVent DVL 8"" Diameter Telescoping Length 29"" - 46"" | 8DVL-46TA |",,Venting Components,Product,DVL,,8DVL-46TA,,,,,,,,
8dvl-48,,,DuraVent,,,,,,,8DVL-48,"DuraVent DVL 8"" Diameter Double Wall Black 48"" Pipe Length | 8DVL-48 |",,Venting Components,Product,DVL,,8DVL-48,,,,,,,,
8dvl-68ta,,,DuraVent,,,,,,,8DVL-68TA,"DuraVent DVL 8"" Diameter Telescoping Length 40"" - 68"" | 8DVL-68TA |",,Venting Components,Product,DVL,,8DVL-68TA,,,,,,,,
8dvl-6adj,,,DuraVent,,,,,,,8DVL-6ADJ,"DuraVent DVL 8"" Diameter Double Wall Black 6"" Adjustable Pipe Length | 8DVL-6ADJ |",,Venting Components,Product,DVL,,8DVL-6ADJ,,,,,,,,
8dvl-ad,,,DuraVent,,,,,,,8DVL-AD,"DuraVent DVL 8"" Diameter Adapter Section No Damper | 8DVL-AD |",,Venting Components,Product,DVL,,8DVL-AD,,,,,,,,
8dvl-adc,,,DuraVent,,,,,,,8DVL-ADC,"DuraVent DVL/DuraBlack 8"" Diameter Black Chimney Adapter | 8DVL-ADC |",,Venting Components,Product,DVL,,8DVL-ADC,,,,,,,,
8dvl-adt,,,DuraVent,,,,,,,8DVL-ADT,"DuraVent DVL/DuraBlack 8"" Diameter Black Chimney Adapter with trim | 8DVL-ADT |",,Venting Components,Product,DVL,,8DVL-ADT,,,,,,,,
8dvl-adwd,,,DuraVent,,,,,,,8DVL-ADWD,"DuraVent DVL 8"" Diameter Adapter/Damper Section | 8DVL-ADWD |",,Venting Components,Product,DVL,,8DVL-ADWD,,,,,,,,
8dvl-e45,,,DuraVent,,,,,,,8DVL-E45,"DuraVent DVL 8"" Diameter Double Wall Black 45 Degree Elbow | 8DVL-E45 |",,Venting Components,Product,DVL,,8DVL-E45,,,,,,,,
8dvl-e90,,,DuraVent,,,,,,,8DVL-E90,"DuraVent DVL 8"" Diameter Double Wall Black 90 Degree Elbow | 8DVL-E90 |",,Venting Components,Product,DVL,,8DVL-E90,,,,,,,,
8dvl-orad,,,DuraVent,,,,,,,8DVL-ORAD,"DuraVent DVL 8"" Diameter Oval-to-Round Adapter | 8DVL-ORAD |",,Venting Components,Product,DVL,,8DVL-ORAD,,,,,,,,
8dvl-t,,,DuraVent,,,,,,,8DVL-T,"DuraVent DVL 8"" Diameter Double Wall Black Tee w/Clean-Out Cap | 8DVL-T |",,Venting Components,Product,DVL,,8DVL-T,,,,,,,,
8dvl-x7,,,DuraVent,,,,,,,8DVL-X7,"DuraVent DVL 8"" Diameter Reducer 8""-7"" | 8DVL-X7 |",,Venting Components,Product,DVL,,8DVL-X7,,,,,,,,
9dbk-x10,,,DuraVent,,,,,,,9DBK-X10,"DuraVent DuraBlack 10"" Diameter Black Increaser 9"" - 10"" | 9DBK-X10 |",,Venting Components,Product,DuraBlack,,9DBK-X10,,,,,,,,
a4758ak,629169069989,,Napoleon,,,,,,,A4758AK,Napoleon 5x8 - 4x7 reducer | A4758AK |,,Venting Components,Product,,,A4758AK,,,,,,,,
acs-1,629169029112,,Napoleon,,,,,,,ACS-1,Napoleon Anti-Condensation Switch | ACS-1 |,,Remote Controls,Product,,,ACS-1,,,,,,,,
acs-sit,629169029020,,Napoleon,,,,,TRUE,TRUE,ACS-SIT,Napoleon Anti Condensation Switch | ACS-SIT |,"AX36NTE,AX36PTE,AX42NTE,AX42PTE,GDS20NE,GDS20NNE,GDS20NNSB,GDS20NSB,GDS25N-1,GDS25NN-1,GDS25NW-1,GDS26N-1,GDS26NN-1,GDS26NW-1,GDS28-1NE,GDS28-1NSB,GDS50-1NE,GDS50-1NSB,GDS60-1NNSB,GDS60-1NSB,WHD31NSB,WHD48N,WHD48P",Remote Controls,Variation Product,,,ACS-SIT,,,,,,,,
ads-8dm,43593042682,,Superior,,,,,,,ADS-8DM,Superior Anti-Draft Shield for Round Top Only | ADS-8DM |,,Venting Components,Product,,,ADS-8DM,,,,,,,,
ads20,,,Napoleon,,,,,,TRUE,ADS20,Napoleon Ash Disposal Kit | ADS20 |,S20-1,Miscellaneous,Variation Product,,,ADS20,,,,,,,,
aeax36ap,629169074723,,Napoleon,,,,,TRUE,TRUE,AEAX36AP,Napoleon Antique Pewter Arched Iron Elements | AEAX36AP |,"AX36NTE,AX36PTE",Decorative Fronts,Variation Product,,,AEAX36AP,,,,,,,,
aeax36bb,629169074761,,Napoleon,,,,,TRUE,TRUE,AEAX36BB,Napoleon Burnished Brass Arched Iron Elements | AEAX36BB |,"AX36NTE,AX36PTE",Decorative Fronts,Variation Product,,,AEAX36BB,,,,,,,,
aeax36sn,629169074747,,Napoleon,,,,,TRUE,TRUE,AEAX36SN,Napoleon Satin Nickel Arched Iron Elements | AEAX36SN |,"AX36NTE,AX36PTE",Decorative Fronts,Variation Product,,,AEAX36SN,,,,,,,,
aeax42ap,629169074730,,Napoleon,,,,,TRUE,TRUE,AEAX42AP,Napoleon Antique Pewter Arched Iron Elements | AEAX42AP |,"AX42NTE,AX42PTE",Front Accents,Variation Product,,,AEAX42AP,,,,,,,,
aeax42bb,629169074778,,Napoleon,,,,,TRUE,TRUE,AEAX42BB,Napoleon Burnished Brass Arched Iron Elements | AEAX42BB |,"AX42NTE,AX42PTE",Front Accents,Variation Product,,,AEAX42BB,,,,,,,,
aeax42sn,629169074754,,Napoleon,,,,,TRUE,TRUE,AEAX42SN,Napoleon Satin Nickel Arched Iron Elements | AEAX42SN |,"AX42NTE,AX42PTE",Front Accents,Variation Product,,,AEAX42SN,,,,,,,,
aeex36ap,,,Napoleon,,,,,TRUE,TRUE,AEEX36AP,Napoleon Antique Pewter Arched Iron Elements | AEEX36AP |,"EX36NTEL,EX36PTEL",Front Accents,Variation Product,,,AEEX36AP,,,,,,,,
aeex36bb,,,Napoleon,,,,,TRUE,TRUE,AEEX36BB,Napoleon Burnished Brass Arched Iron Elements | AEEX36BB |,"EX36NTEL,EX36PTEL",Front Accents,Variation Product,,,AEEX36BB,,,,,,,,
aeex36sn,,,Napoleon,,,,,TRUE,TRUE,AEEX36SN,Napoleon Satin Nickel Arched Iron Elements | AEEX36SN |,"EX36NTEL,EX36PTEL",Front Accents,Variation Product,,,AEEX36SN,,,,,,,,
aeex42ap,,,Napoleon,,,,,TRUE,TRUE,AEEX42AP,Napoleon Antique Pewter Arched Iron Elements | AEEX42AP |,"EX42NTEL,EX42PTEL",Front Accents,Variation Product,,,AEEX42AP,,,,,,,,
aeex42bb,,,Napoleon,,,,,TRUE,TRUE,AEEX42BB,Napoleon Burnished Brass Arched Iron Elements | AEEX42BB |,"EX42NTEL,EX42PTEL",Front Accents,Variation Product,,,AEEX42BB,,,,,,,,
aeex42sn,,,Napoleon,,,,,TRUE,TRUE,AEEX42SN,Napoleon Satin Nickel Arched Iron Elements | AEEX42SN |,"EX42NTEL,EX42PTEL",Front Accents,Variation Product,,,AEEX42SN,,,,,,,,
aff-platrf-10,,,Realfyre,,,,,TRUE,TRUE,AFF-PLATRF-10,"Realfyre American Fireglass Platinum Reflective 1/4"" Crushed Fire Glass 10 lbs | AFF-PLATRF-10 |","DVLL48BP92, DVLL48SP90, DVLL60BP90, DVLL72BP, VFLB36FP, VFLB48SP, VFLB48FP, VFLB60SP, VFLB60FP, VFLB72FP",Glass Media Kits,Variation Product,,,AFF-PLATRF-10,,,,,,,,
afk82-1sb,629169048731,,Napoleon,,,,,,TRUE,AFK82-1SB,Napoleon Painted Black Arched Facing Kit with Heritage Pattern with Safety Barrier | AFK82-1SB |,GD82NT-PAESB,Decorative Fronts,Variation Product,,,AFK82-1SB,,,,,,,,
ak-1m,,,Napoleon,,,,TRUE,,,AK-1M,Napoleon Adaptor Kit | AK-1M |,,Decorative Fronts,Product,,,AK-1M,,,,,,,,
ak-2m,,,Napoleon,,,,TRUE,,,AK-2M,Napoleon Adaptor Kit | AK-2M |,,Decorative Fronts,Product,,,AK-2M,,,,,,,,
ak-4,629169017119,,Napoleon,,,,,,TRUE,AK-4,Napoleon Adapter Kit for Cast Iron Surround | AK-4 |,GDIZC-NSB,Additional Accessories,Variation Product,,,AK-4,,,,,,,,
ak22,716032027792,,Majestic,,,,,TRUE,TRUE,AK22,Majestic Outside Air Kit | AK22 |,"SA36, SA42",Air Kits,Variation Product,,,AK22,,,,,,,,
ak24,652174577156,,Majestic,,,,,TRUE,TRUE,AK24,Majestic Outside Air Kit 1 Each | AK24 |,"BE36, BE42",Air Kits,Variation Product,,,AK24,,,,,,,,
ak24m,652174498352,,Majestic,,,,TRUE,,,AK24M,Majestic Outside Air Kit Multi-Pack of 12 Component Sets | AK24M |,,Air Kits,Product,,,AK24M,,,,,,,,
ak4b,43593043016,,Superior,,,,,TRUE,TRUE,AK4B,Superior 50 piece Bulk Outside Air Kit - Collar Only Kit | AK4B |,"VCM3026ZTN, VCM3026ZTP, VCM3026ZMN, VCM3026ZMP, VRT4536WS, VRT4536WH, VRT4542WS, VRT4542WH, F0281, F0282, Mosaic36M2, Mosaic36M4, Mosaic36M2, Mosaic36M4, Mosaic36M3, Mosaic36M5, Mosaic36M3, Mosaic36M5, Mosaic42M2, Mosaic42M4, Mosaic42M2, Mosaic42M4, Mosaic42M3, Mosaic42M5, Mosaic42M3, Mosaic42M5, Mosaic50M2, Mosaic50M4, Mosaic50M2, Mosaic50M4, Mosaic50M3, Mosaic50M5, Mosaic50M3, Mosaic50M5, BRT4336TMN-B, BRT4336TMP-B, BRT4336TEN-B, BRT4336TEP-B, BRT4342TMN-B, BRT4342TMP-B, BRT4342TEN-B, BRT4342TEP-B, BRT4536TMN-B, BRT4536TMP-B, BRT4536TEN-B, BRT4536TEP-B, BRT4542TMN-B, BRT4542TMP-B, BRT4542TEN-B, BRT4542TEP-B, WRT2036WSI, WCT2036WSI, WRT2042WSI, WCT2042WSI, WRT3036WSI, WCT3036WSI, WRT3042WSI, WCT3042WSI, WRT3538WS, WRT3538WH, WRT3543WS, WRT3543WH, WRT4536WS, WRT4536WH, WRT4542WS, WRT4542WH, WRT4550WS, WRT4550WH, WRT6036, WRT6042, WRT6050",Air Kits,Variation Product,,,AK4B,,,,,,,,
ak4f,43593043023,,Superior,,,,,TRUE,TRUE,AK4F,"Superior Outside Air Kit Collar, Hood & 3 inch Flex for Floor Venting | AK4F |","VCM3026ZTN, VCM3026ZTP, VCM3026ZMN, VCM3026ZMP, VRT4536WS, VRT4536WH, VRT4542WS, VRT4542WH, F0281, F0282, Mosaic36M2, Mosaic36M4, Mosaic36M2, Mosaic36M4, Mosaic36M3, Mosaic36M5, Mosaic36M3, Mosaic36M5, Mosaic42M2, Mosaic42M4, Mosaic42M2, Mosaic42M4, Mosaic42M3, Mosaic42M5, Mosaic42M3, Mosaic42M5, Mosaic50M2, Mosaic50M4, Mosaic50M2, Mosaic50M4, Mosaic50M3, Mosaic50M5, Mosaic50M3, Mosaic50M5, BRT4336TMN-B, BRT4336TMP-B, BRT4336TEN-B, BRT4336TEP-B, BRT4342TMN-B, BRT4342TMP-B, BRT4342TEN-B, BRT4342TEP-B, BRT4536TMN-B, BRT4536TMP-B, BRT4536TEN-B, BRT4536TEP-B, WRT2036WSI, WCT2036WSI, WRT2042WSI, WCT2042WSI, WRT3036WSI, WCT3036WSI, WRT3042WSI, WCT3042WSI, WRT3538WS, WRT3538WH, WRT3543WS, WRT3543WH, WRT4536WS, WRT4536WH, WRT4542WS, WRT4542WH, WRT4550WS, WRT4550WH, WRT6036, WRT6042, WRT6050",Air Kits,Variation Product,,,AK4F,,,,,,,,
ak4x,43593043030,,Superior,,,,,TRUE,TRUE,AK4X,"Superior 4 inch Air Kit, Collar & Hood Only | AK4X |","VCM3026ZTN, VCM3026ZTP, VCM3026ZMN, VCM3026ZMP, VRT4536WS, VRT4536WH, VRT4542WS, VRT4542WH, F0281, F0282, Mosaic36M2, Mosaic36M4, Mosaic36M2, Mosaic36M4, Mosaic36M3, Mosaic36M5, Mosaic36M3, Mosaic36M5, Mosaic42M2, Mosaic42M4, Mosaic42M2, Mosaic42M4, Mosaic42M3, Mosaic42M5, Mosaic42M3, Mosaic42M5, Mosaic50M2, Mosaic50M4, Mosaic50M2, Mosaic50M4, Mosaic50M3, Mosaic50M5, Mosaic50M3, Mosaic50M5, BRT4336TMN-B, BRT4336TMP-B, BRT4336TEN-B, BRT4336TEP-B, BRT4342TMN-B, BRT4342TMP-B, BRT4342TEN-B, BRT4342TEP-B, BRT4536TMN-B, BRT4536TMP-B, BRT4536TEN-B, BRT4536TEP-B, BRT4542TMN-B, BRT4542TMP-B, BRT4542TEN-B, BRT4542TEP-B, WRT2036WSI, WCT2036WSI, WRT2042WSI, WCT2042WSI, WRT3036WSI, WCT3036WSI, WRT3042WSI, WCT3042WSI, WRT3538WS, WRT3538WH, WRT3543WS, WRT3543WH, WRT4536WS, WRT4536WH, WRT4542WS, WRT4542WH, WRT4550WS, WRT4550WH, WRT6036, WRT6042, WRT6050",Blowers,Variation Product,,,AK4X,,,,,,,,
ak8,,,Napoleon,,,,TRUE,,,AK8,Napoleon Adapter Kit | AK8 |,,Decorative Fronts,Product,,,AK8,,,,,,,,
ak9,629169025640,,Napoleon,,,,TRUE,,,AK9,Napoleon Adapter Kit | AK9 |,,Decorative Fronts,Product,,,AK9,,,,,,,,
akc-lsm,,,Superior,,,,,TRUE,TRUE,AKC-LSM,Superior Classic Andirion Kit | AKC-LSM |,"DRT6340TEN, DRT6340TYN, DRT6345TEN, DRT6345TYN, DRT63STTEN, DRT63STTYN",Additional Accessories,Variation Product,,,AKC-LSM,,,,,,,,
akm-lsm,,,Superior,,,,,TRUE,TRUE,AKM-LSM,Superior Mission Andirion Kit | AKM-LSM |,"DRT6340TEN, DRT6340TYN, DRT6345TEN, DRT6345TYN, DRT63STTEN, DRT63STTYN",Additional Accessories,Variation Product,,,AKM-LSM,,,,,,,,
al100clx2-g,,AL100,Modern Flames,TRUE,Electric,,TRUE,,,AL100CLX2-G,Modern Flames Ambiance CLX2 100 Electric Fireplace | AL100CLX2-G |,,Electric Fireplaces,Product,Ambiance,,AL100CLX2-G,,,Linear,,Vent Free,,,
al100clx2-g-light-kits,,,,,,,,,,,Modern Flames Ambiance Clx2 100 Light Kits,,,Variation Master,,,,,,,AL100CLX2-G,,halo-100clx2,,
al100clx2-g-set,,,,,,,,,,,Modern Flames Ambiance Clx2 100 Set,,,Product Set,,,,,,,,,,,al100clx2-g;al100clx2-g-light-kits
al144clx2-g,,AL144,Modern Flames,,Electric,,TRUE,,,AL144CLX2-G,Modern Flames Ambiance CLX2 144 Electric Fireplace | AL144CLX2-G |,,Electric Fireplaces,Product,Ambiance,,AL144CLX2-G,,,Linear,,Vent Free,,,
al45clx2-g,,AL45,Modern Flames,,Electric,,,,,AL45CLX2-G,Modern Flames Ambiance CLX2 45 Electric Fireplace | AL45CLX2-G |,,Electric Fireplaces,Product,Ambiance,,AL45CLX2-G,,,Linear,,Vent Free,,,
al45clx2-g-light-kits,,,,,,,,,,,Modern Flames Ambiance Clx2 45 Electric Fireplace Light Kits,,,Variation Master,,,,,,,AL45CLX2-G,,halo-45clx2,,
al45clx2-g-set,,,,,,,,,,,Modern Flames Ambiance Clx2 45 Electric Fireplace Set,,,Product Set,,,,,,,,,,,al45clx2-g;al45clx2-g-light-kits
al60clx2-g,,AL60,Modern Flames,,Electric,,,,,AL60CLX2-G,Modern Flames Ambiance CLX2 60 Electric Fireplace | AL60CLX2-G |,,Electric Fireplaces,Product,Ambiance,,AL60CLX2-G,,,Linear,,Vent Free,,,
al60clx2-g-light-kits,,,,,,,,,,,Modern Flames Ambiance Clx2 60 Electric Fireplace Light Kits,,,Variation Master,,,,,,,AL60CLX2-G,,halo-60clx2,,
al60clx2-g-set,,,,,,,,,,,Modern Flames Ambiance Clx2 60 Electric Fireplace Set,,,Product Set,,,,,,,,,,,al60clx2-g;al60clx2-g-light-kits
al80clx2-g,,AL80,Modern Flames,,Electric,,,,,AL80CLX2-G,Modern Flames Ambiance CLX2 80 Electric Fireplace | AL80CLX2-G |,,Electric Fireplaces,Product,Ambiance,,AL80CLX2-G,,,Linear,,Vent Free,,,
al80clx2-g-light-kits,,,,,,,,,,,Modern Flames Ambiance Clx2 80 Electric Fireplace Light Kits,,,Variation Master,,,,,,,AL80CLX2-G,,halo-80clx2,,
al80clx2-g-set,,,,,,,,,,,Modern Flames Ambiance Clx2 80 Electric Fireplace Set,,,Product Set,,,,,,,,,,,al80clx2-g;al80clx2-g-light-kits
ammhb36,652174919338,,Majestic,,,,,,TRUE,AMMHB36,Majestic Herringbone Brick Panel for Ashland 36 | AMMHB36 |,ASH36,Interior Panels,Variation Product,,,AMMHB36,,,,,,,,
ammhb42,652174746958,,Majestic,,,,,,TRUE,AMMHB42,Majestic Herringbone Brick Panel for Ashland 42 | AMMHB42 |,ASH42,Interior Panels,Variation Product,,,AMMHB42,,,,,,,,
ammhb50,652174919352,,Majestic,,,,,,TRUE,AMMHB50,Majestic Herringbone Brick Panel for Ashland 50 | AMMHB50 |,ASH50,Interior Panels,Variation Product,,,AMMHB50,,,,,,,,
ammhbx,652174751235,,Majestic,,,,,TRUE,TRUE,AMMHBX,Majestic Herringbone Brick Refractory Extensions | AMMHBX |,"ASH36, ASH42, ASH50",Interior Panels,Variation Product,,,AMMHBX,,,,,,,,
ammtb36,652174919321,,Majestic,,,,,,TRUE,AMMTB36,Majestic Traditional Brick Panel for Ashland 36 | AMMTB36 |,ASH36,Interior Panels,Variation Product,,,AMMTB36,,,,,,,,
ammtb42,652174751839,,Majestic,,,,,,TRUE,AMMTB42,Majestic Traditional Brick Panel for Ashland 42 | AMMTB42 |,ASH42,Interior Panels,Variation Product,,,AMMTB42,,,,,,,,
