ID,UPC,c__baseSku,brand,c__configurableProduct,c__fuelType,c__ignitionType,c__isDiscontinued,c__isSharedVariationProduct,c__isStepVariationProduct,manufacturerSKU,name__default,c__parentSku,c__productCategory,c__productTypeNonoperative,c__series,c__seriesNumber,c__sku,c__skuLP,c__skuNG,c__style,c__unitSku,c__ventType,variants,variationGroups,productSets
6dvl-adwd,,,DuraVent,,,,,,,6DVL-ADWD,"DuraVent DVL 6"" Diameter Adapter/Damper Section | 6DVL-ADWD |",,Venting Components,Product,DVL,,6DVL-ADWD,,,,,,,,
6dvl-e45,,,DuraVent,,,,,,,6DVL-E45,"DuraVent DVL 6"" Diameter Double Wall Black 45 Degree Elbow | 6DVL-E45 |",,Venting Components,Product,DVL,,6DVL-E45,,,,,,,,
6dvl-e90,,,DuraVent,,,,,,,6DVL-E90,"DuraVent DVL 6"" Diameter Double Wall Black 90 Degree Elbow | 6DVL-E90 |",,Venting Components,Product,DVL,,6DVL-E90,,,,,,,,
6dvl-kvp,,,DuraVent,,,,,,,6DVL-KVP,DuraVent DVL Close Clearance Connector Kit | 6DVL-KVP |,,Venting Components,Product,DVL,,6DVL-KVP,,,,,,,,
6dvl-orad,,,DuraVent,,,,,,,6DVL-ORAD,"DuraVent DVL 6"" Diameter Oval-to-Round Adapter | 6DVL-ORAD |",,Venting Components,Product,DVL,,6DVL-ORAD,,,,,,,,
6dvl-t,,,DuraVent,,,,,,,6DVL-T,"DuraVent DVL 6"" Diameter Double Wall Black Tee w/Clean-Out Cap | 6DVL-T |",,Venting Components,Product,DVL,,6DVL-T,,,,,,,,
6dvl-x7,,,DuraVent,,,,,,,6DVL-X7,"DuraVent DVL 7"" Diameter Increaser 6"" - 7"" | 6DVL-X7 |",,Venting Components,Product,DVL,,6DVL-X7,,,,,,,,
6dvl-x8,,,DuraVent,,,,,,,6DVL-X8,"DuraVent DVL 6"" Diameter Increaser 6"" - 8"" | 6DVL-X8 |",,Venting Components,Product,DVL,,6DVL-X8,,,,,,,,
6gv06,,,DuraVent,,,,,,,6GV06,"DuraVent Type B 6"" Length Round Rigid Pipe | 6GV06 |",,Venting Components,Product,Round Gas Vent,,6GV06,,,,,,,,
6gv12,,,DuraVent,,,,,,,6GV12,"DuraVent Type B 12"" Length Round Rigid Pipe | 6GV12 |",,Venting Components,Product,Round Gas Vent,,6GV12,,,,,,,,
6gv12a,,,DuraVent,,,,,,,6GV12A,"DuraVent Type B 12"" Length Round Adjustable Pipe | 6GV12A |",,Venting Components,Product,Round Gas Vent,,6GV12A,,,,,,,,
6gv18,,,DuraVent,,,,,,,6GV18,"DuraVent Type B 18"" Length Round Rigid Pipe | 6GV18 |",,Venting Components,Product,Round Gas Vent,,6GV18,,,,,,,,
6gv24,,,DuraVent,,,,,,,6GV24,"DuraVent Type B 24"" Length Round Rigid Pipe | 6GV24 |",,Venting Components,Product,Round Gas Vent,,6GV24,,,,,,,,
6gv36,,,DuraVent,,,,,,,6GV36,"DuraVent Type B 36"" Length Round Rigid Pipe | 6GV36 |",,Venting Components,Product,Round Gas Vent,,6GV36,,,,,,,,
6gv48,,,DuraVent,,,,,,,6GV48,"DuraVent Type B 48"" Length Round Rigid Pipe | 6GV48 |",,Venting Components,Product,Round Gas Vent,,6GV48,,,,,,,,
6gv60,,,DuraVent,,,,,,,6GV60,"DuraVent Type B 60"" Length Round Rigid Pipe | 6GV60 |",,Venting Components,Product,Round Gas Vent,,6GV60,,,,,,,,
6gv60f,,,DuraVent,,,,,,,6GV60F,"DuraVent Type B 60"" Flex Pipe | 6GV60F |",,Venting Components,Product,Round Gas Vent,,6GV60F,,,,,,,,
6gvadhc,,,DuraVent,,,,,,,6GVADHC,DuraVent Type B H/C Adapter | 6GVADHC |,,Venting Components,Product,Round Gas Vent,,6GVADHC,,,,,,,,
6gvaf,,,DuraVent,,,,,,,6GVAF,DuraVent Type B Female Adapter | 6GVAF |,,Venting Components,Product,Round Gas Vent,,6GVAF,,,,,,,,
6gvam,,,DuraVent,,,,,,,6GVAM,DuraVent Type B Male Adapter | 6GVAM |,,Venting Components,Product,Round Gas Vent,,6GVAM,,,,,,,,
6gvc,,,DuraVent,,,,,,,6GVC,DuraVent Type B Draft Hood Connector | 6GVC |,,Venting Components,Product,Round Gas Vent,,6GVC,,,,,,,,
6gvdc,,,DuraVent,,,,,,,6GVDC,DuraVent Type B DuraCap | 6GVDC |,,Venting Components,Product,Round Gas Vent,,6GVDC,,,,,,,,
6gvf,,,DuraVent,,,,,,,6GVF,DuraVent Type B Adjustable Roof Flashing | 6GVF |,,Venting Components,Product,Round Gas Vent,,6GVF,,,,,,,,
6gvfdsa,,,DuraVent,,,,,,,6GVFDSA,"DuraVent Type B 6"" DSA Roof Flashing | 6GVFDSA |",,Venting Components,Product,Round Gas Vent,,6GVFDSA,,,,,,,,
6gvff,,,DuraVent,,,,,,,6GVFF,DuraVent Type B Tall Cone Flat Flashing | 6GVFF |,,Venting Components,Product,Round Gas Vent,,6GVFF,,,,,,,,
6gvfha,,,DuraVent,,,,,,,6GVFHA,"DuraVent Type B 6"" FHA Flashing | 6GVFHA |",,Venting Components,Product,Round Gas Vent,,6GVFHA,,,,,,,,
6gvfs,,,DuraVent,,,,,,,6GVFS,DuraVent Type B Firestop Spacer | 6GVFS |,,Venting Components,Product,Round Gas Vent,,6GVFS,,,,,,,,
6gvfsr,,,DuraVent,,,,,,,6GVFSR,DuraVent Type B Steep Roof Flashing | 6GVFSR |,,Venting Components,Product,Round Gas Vent,,6GVFSR,,,,,,,,
6gvl45,,,DuraVent,,,,,,,6GVL45,DuraVent Type B 45/60 Degree Adjustable Elbow | 6GVL45 |,,Venting Components,Product,Round Gas Vent,,6GVL45,,,,,,,,
6gvl90,,,DuraVent,,,,,,,6GVL90,DuraVent Type B 90 Degree Adjustable Elbow | 6GVL90 |,,Venting Components,Product,Round Gas Vent,,6GVL90,,,,,,,,
6gvpc,,,DuraVent,,,,,,,6GVPC,DuraVent Type B Pipe Collar | 6GVPC |,,Venting Components,Product,Round Gas Vent,,6GVPC,,,,,,,,
6gvrs,,,DuraVent,,,,,,,6GVRS,DuraVent Type B Square Firestop Support | 6GVRS |,,Venting Components,Product,Round Gas Vent,,6GVRS,,,,,,,,
6gvs,,,DuraVent,,,,,,,6GVS,DuraVent Type B Gas Vent Roof Support | 6GVS |,,Venting Components,Product,Round Gas Vent,,6GVS,,,,,,,,
6gvsc,,,DuraVent,,,,,,,6GVSC,DuraVent Type B Storm Collar | 6GVSC |,,Venting Components,Product,Round Gas Vent,,6GVSC,,,,,,,,
6gvt,,,DuraVent,,,,,,,6GVT,DuraVent Type B Standard Tee | 6GVT |,,Venting Components,Product,Round Gas Vent,,6GVT,,,,,,,,
6gvtc,,,DuraVent,,,,,,,6GVTC,DuraVent Type B Tee Cap | 6GVTC |,,Venting Components,Product,Round Gas Vent,,6GVTC,,,,,,,,
6gvtr3,,,DuraVent,,,,,,,6GVTR3,"DuraVent Type B Increaser Tee 6"" x 3"" | 6GVTR3 |",,Venting Components,Product,Round Gas Vent,,6GVTR3,,,,,,,,
6gvtr4,,,DuraVent,,,,,,,6GVTR4,"DuraVent Type B Increaser Tee 6"" x 4"" | 6GVTR4 |",,Venting Components,Product,Round Gas Vent,,6GVTR4,,,,,,,,
6gvtr5,,,DuraVent,,,,,,,6GVTR5,"DuraVent Type B Increaser Tee 6"" x 5"" | 6GVTR5 |",,Venting Components,Product,Round Gas Vent,,6GVTR5,,,,,,,,
6gvvth,,,DuraVent,,,,,,,6GVVTH,DuraVent Type B High-Wind Cap | 6GVVTH |,,Venting Components,Product,Round Gas Vent,,6GVVTH,,,,,,,,
6gvws,,,DuraVent,,,,,,,6GVWS,DuraVent Type B Wall Strap | 6GVWS |,,Venting Components,Product,Round Gas Vent,,6GVWS,,,,,,,,
6gvwt,,,DuraVent,,,,,,,6GVWT,DuraVent Type B Wall Thimble | 6GVWT |,,Venting Components,Product,Round Gas Vent,,6GVWT,,,,,,,,
6gvx7,,,DuraVent,,,,,,,6GVX7,"DuraVent Type B Increaser 6"" x 7"" | 6GVX7 |",,Venting Components,Product,Round Gas Vent,,6GVX7,,,,,,,,
6gvx8,,,DuraVent,,,,,,,6GVX8,"DuraVent Type B Increaser 6"" x 8"" | 6GVX8 |",,Venting Components,Product,Round Gas Vent,,6GVX8,,,,,,,,
6gvy34,,,DuraVent,,,,,,,6GVY34,"DuraVent Type B 6"" x 3"" x 4"" Double-Wall WYE - 45 Degree Branch | 6GVY34 |",,Venting Components,Product,Round Gas Vent,,6GVY34,,,,,,,,
6gvy35,,,DuraVent,,,,,,,6GVY35,"DuraVent Type B 6"" x 3"" x 5"" Double-Wall WYE - 45 Degree Branch | 6GVY35 |",,Venting Components,Product,Round Gas Vent,,6GVY35,,,,,,,,
6gvy43,,,DuraVent,,,,,,,6GVY43,"DuraVent Type B 6"" x 4"" x 3"" Double-Wall WYE - 45 Degree Branch | 6GVY43 |",,Venting Components,Product,Round Gas Vent,,6GVY43,,,,,,,,
6gvy44,,,DuraVent,,,,,,,6GVY44,"DuraVent Type B 6"" x 4"" x 4"" Double-Wall WYE - 45 Degree Branch | 6GVY44 |",,Venting Components,Product,Round Gas Vent,,6GVY44,,,,,,,,
6gvy45,,,DuraVent,,,,,,,6GVY45,"DuraVent Type B 6"" x 4"" x 5"" Double-Wall WYE - 45 Degree Branch | 6GVY45 |",,Venting Components,Product,Round Gas Vent,,6GVY45,,,,,,,,
6gvy46,,,DuraVent,,,,,,,6GVY46,"DuraVent Type B 6"" x 4"" x 6"" Double-Wall WYE - 45 Degree Branch | 6GVY46 |",,Venting Components,Product,Round Gas Vent,,6GVY46,,,,,,,,
6spas,43593071989,,Superior,,,,,,,6SPAS,"Superior 6"" Diameter Wood Burning Adjustable Support | 6SPAS |",,Venting Components,Product,,,6SPAS,,,,,,,,
6spats,43593072078,,Superior,,,,,,,6SPATS,"Superior 6"" Diameter Wood Burning Adjustable Tee Support For Freestanding Stoves | 6SPATS |",,Venting Components,Product,,,6SPATS,,,,,,,,
6spbccs,43593072023,,Superior,,,,,,,6SPBCCS,"Superior 6"" Diameter Wood Burning Black Cathedral Ceiling Support For Freestanding Stoves | 6SPBCCS |",,Venting Components,Product,,,6SPBCCS,,,,,,,,
6spbscs,43593072016,,Superior,,,,,,,6SPBSCS,"Superior 6"" Diameter Wood Burning Black Standard Ceiling Support For Freestanding Stoves | 6SPBSCS |",,Venting Components,Product,,,6SPBSCS,,,,,,,,
6spbswa,43593072047,,Superior,,,,,,,6SPBSWA,"Superior 6"" Diameter Wood Burning Black Single Wall Pipe Adapter For Freestanding Stoves | 6SPBSWA |",,Venting Components,Product,,,6SPBSWA,,,,,,,,
6spbtc,43593072030,,Superior,,,,,,,6SPBTC,"Superior 6"" Diameter Wood Burning Black Trim Collar For Freestanding Stoves | 6SPBTC |",,Venting Components,Product,,,6SPBTC,,,,,,,,
6spc,43593071965,,Superior,,,,,,,6SPC,"Superior 6"" Diameter Wood Burning Round Cap with Spark Arrester | 6SPC |",,Venting Components,Product,,,6SPC,,,,,,,,
6spe30-2,,,Superior,,,,,,,6SPE30-2,"Superior 6"" Diameter Wood Burning 30 Degree SS Elbow (2pk) | 6SPE30-2 |",,Venting Components,Product,,,6SPE30-2,,,,,,,,
6spf10,43593071927,,Superior,,,,,,,6SPF10,"Superior 6"" Diameter Wood Burning 6/12-10/12 Flashing | 6SPF10 |",,Venting Components,Product,,,6SPF10,,,,,,,,
6spf5,43593071910,,Superior,,,,,,,6SPF5,"Superior 6"" Diameter Wood Burning 2/12-5/12 Flashing | 6SPF5 |",,Venting Components,Product,,,6SPF5,,,,,,,,
6spff,43593071903,,Superior,,,,,,,6SPFF,"Superior 6"" Diameter Wood Burning Flat Flashing | 6SPFF |",,Venting Components,Product,,,6SPFF,,,,,,,,
6spfs,43593071880,,Superior,,,,,,,6SPFS,"Superior 6"" Diameter Wood Burning Firestop Spacer | 6SPFS |",,Venting Components,Product,,,6SPFS,,,,,,,,
6spis,43593071897,,Superior,,,,,,,6SPIS,"Superior 6"" Diameter Wood Burning Insulation Shield | 6SPIS |",,Venting Components,Product,,,6SPIS,,,,,,,,
6sprb,43593071941,,Superior,,,,,,,6SPRB,"Superior 6"" Diameter Wood Burning Roof Brace | 6SPRB |",,Venting Components,Product,,,6SPRB,,,,,,,,
6sps12-2,,,Superior,,,,,,,6SPS12-2,"Superior 6"" Diameter Wood Burning 12"" SS Chimney Length (2pk) | 6SPS12-2 |",,Venting Components,Product,,,6SPS12-2,,,,,,,,
6sps18-2,,,Superior,,,,,,,6SPS18-2,"Superior 6"" Diameter Wood Burning 18"" SS Chimney Length (2pk) | 6SPS18-2 |",,Venting Components,Product,,,6SPS18-2,,,,,,,,
6sps24,43593071835,,Superior,,,,,,,6SPS24,"Superior 6"" Diameter Wood Burning 24"" SS Chimney Length | 6SPS24 |",,Venting Components,Product,,,6SPS24,,,,,,,,
6sps36,43593071842,,Superior,,,,,,,6SPS36,"Superior 6"" Diameter Wood Burning 36"" SS Chimney Length | 6SPS36 |",,Venting Components,Product,,,6SPS36,,,,,,,,
6sps48,43593071859,,Superior,,,,,,,6SPS48,"Superior 6"" Diameter Wood Burning 48"" SS Chimney Length | 6SPS48 |",,Venting Components,Product,,,6SPS48,,,,,,,,
6sps6-2,,,Superior,,,,,,,6SPS6-2,"Superior 6"" Diameter Wood Burning 6"" SS Chimney Length (2pk) | 6SPS6-2 |",,Venting Components,Product,,,6SPS6-2,,,,,,,,
6spsb,43593072009,,Superior,,,,,,,6SPSB,"Superior 6"" Diameter Wood Burning Support Band | 6SPSB |",,Venting Components,Product,,,6SPSB,,,,,,,,
6spsc,43593071958,,Superior,,,,,,,6SPSC,"Superior 6"" Diameter Wood Burning Storm Collar | 6SPSC |",,Venting Components,Product,,,6SPSC,,,,,,,,
6spse15-2,,,Superior,,,,,,,6SPSE15-2,"Superior 6"" Diameter Wood Burning 15 Degree SS Elbow (2pk) | 6SPSE15-2 |",,Venting Components,Product,,,6SPSE15-2,,,,,,,,
6spst,43593072054,,Superior,,,,,,,6SPST,"Superior 6"" Diameter Wood Burning Tee SS (Tee Cap Included) For Freestanding Stoves | 6SPST |",,Venting Components,Product,,,6SPST,,,,,,,,
6spts,43593072061,,Superior,,,,,,,6SPTS,"Superior 6"" Diameter Wood Burning Tee Support For Freestanding Stoves | 6SPTS |",,Venting Components,Product,,,6SPTS,,,,,,,,
6spwb,43593071996,,Superior,,,,,,,6SPWB,"Superior 6"" Diameter Wood Burning Wall Band | 6SPWB |",,Venting Components,Product,,,6SPWB,,,,,,,,
6spwf,43593071972,,Superior,,,,,,,6SPWF,"Superior 6"" Diameter Wood Burning Non-Insulated Wall Firestop | 6SPWF |",,Venting Components,Product,,,6SPWF,,,,,,,,
73051,,2100,Napoleon,TRUE,Wood,,,,,73051,Napoleon Timberwolf Small Wood Burning Stove | 2100-1,,Wood Stoves,Option Product,Timberwolf,2100,73051,,,Traditional,,Vented,,,
73051-set,,,,,,,,,,,Napoleon Timberwold Small Set,,,Product Set,,,,,,,,,,,73051;2100-1-additional-accessories
750-trim3-bk-b,652174872398,,Majestic,,,,,,TRUE,750-TRIM3-BK-B,Majestic Trim Kit 750 | 750-TRIM3-BK-B |,QUARTZ36,Trim Kits,Variation Product,,,750-TRIM3-BK-B,,,,,,,,
750-trim4-bk-b,652174872404,,Majestic,,,,,,TRUE,750-TRIM4-BK-B,Majestic Trim Kit 750 | 750-TRIM4-BK-B |,QUARTZ36,Trim Kits,Variation Product,,,750-TRIM4-BK-B,,,,,,,,
76,,,Thurmalox,,,,,,,76,Thurmalox 500 Degree Black RTV High Temp Silicone 10.3 oz Cartridge | 76 |,,Tools and Supplies,Product,,,76,,,,,,,,
7dbk-12,,,DuraVent,,,,,,,7DBK-12,"DuraVent DuraBlack 7"" Diameter Single Wall Black 12"" Pipe Length | 7DBK-12 |",,Venting Components,Product,DuraBlack,,7DBK-12,,,,,,,,
7dbk-24,,,DuraVent,,,,,,,7DBK-24,"DuraVent DuraBlack 7"" Diameter Single Wall Black 24"" Pipe Length | 7DBK-24 |",,Venting Components,Product,DuraBlack,,7DBK-24,,,,,,,,
7dbk-48,,,DuraVent,,,,,,,7DBK-48,"DuraVent DuraBlack 7"" Diameter Single Wall Black 48"" Pipe Length | 7DBK-48 |",,Venting Components,Product,DuraBlack,,7DBK-48,,,,,,,,
7dbk-ad,,,DuraVent,,,,,,,7DBK-AD,"DuraVent DuraBlack 7"" Diameter Black Stovetop Adapter | 7DBK-AD |",,Venting Components,Product,DuraBlack,,7DBK-AD,,,,,,,,
7dbk-addb,,,DuraVent,,,,,,,7DBK-ADDB,"DuraVent DuraBlack 7"" Diameter Black Double-Skirted Stovetop Adapter | 7DBK-ADDB |",,Venting Components,Product,DuraBlack,,7DBK-ADDB,,,,,,,,
7dbk-ador,,,DuraVent,,,,,,,7DBK-ADOR,"DuraVent DuraBlack 7"" Diameter Black Oval-to-Round Adapter | 7DBK-ADOR |",,Venting Components,Product,DuraBlack,,7DBK-ADOR,,,,,,,,
7dbk-adsl,,,DuraVent,,,,,,,7DBK-ADSL,"DuraVent DuraBlack 7"" Diameter Black Snap-Lock Adapter w/Trim | 7DBK-ADSL |",,Venting Components,Product,DuraBlack,,7DBK-ADSL,,,,,,,,
7dbk-ds,,,DuraVent,,,,,,,7DBK-DS,"DuraVent DuraBlack 7"" Diameter Black Damper Section | 7DBK-DS |",,Venting Components,Product,DuraBlack,,7DBK-DS,,,,,,,,
7dbk-e45,,,DuraVent,,,,,,,7DBK-E45,"DuraVent DuraBlack 7"" Diameter Black 45 Degree Elbow | 7DBK-E45 |",,Venting Components,Product,DuraBlack,,7DBK-E45,,,,,,,,
7dbk-e90,,,DuraVent,,,,,,,7DBK-E90,"DuraVent DuraBlack 7"" Diameter Black 90 Degree Black Elbow | 7DBK-E90 |",,Venting Components,Product,DuraBlack,,7DBK-E90,,,,,,,,
7dbk-sc,,,DuraVent,,,,,,,7DBK-SC,"DuraVent DuraBlack 7"" Diameter Black Slip Connector w/Trim | 7DBK-SC |",,Venting Components,Product,DuraBlack,,7DBK-SC,,,,,,,,
7dbk-t,,,DuraVent,,,,,,,7DBK-T,"DuraVent DuraBlack 7"" Diameter Black Tee | 7DBK-T |",,Venting Components,Product,DuraBlack,,7DBK-T,,,,,,,,
7dbk-tc,,,DuraVent,,,,,,,7DBK-TC,"DuraVent DuraBlack 7"" Diameter Black Trim Collar | 7DBK-TC |",,Venting Components,Product,DuraBlack,,7DBK-TC,,,,,,,,
7dbk-x8,,,DuraVent,,,,,,,7DBK-X8,"DuraVent DuraBlack 8"" Diameter Black Increaser 7"" - 8"" | 7DBK-X8 |",,Venting Components,Product,DuraBlack,,7DBK-X8,,,,,,,,
7dfa-adbv,,,DuraVent,,,,,,,7DFA-ADBV,DuraVent Type B Universal B-Vent to Aluminum Flex Adapter | 7DFA-ADBV |,,Venting Components,Product,DuraFlex Aluminum,,7DFA-ADBV,,,,,,,,
7dvl-06,,,DuraVent,,,,,,,7DVL-06,"DuraVent DVL 7"" Diameter Double Wall Black 6"" Pipe Length | 7DVL-06 |",,Venting Components,Product,DVL,,7DVL-06,,,,,,,,
7dvl-12,,,DuraVent,,,,,,,7DVL-12,"DuraVent DVL 7"" Diameter Double Wall Black 12"" Pipe Length | 7DVL-12 |",,Venting Components,Product,DVL,,7DVL-12,,,,,,,,
7dvl-12adj,,,DuraVent,,,,,,,7DVL-12ADJ,"DuraVent DVL 7"" Diameter Double Wall Black 12"" Adjustable Pipe Length | 7DVL-12ADJ |",,Venting Components,Product,DVL,,7DVL-12ADJ,,,,,,,,
7dvl-18,,,DuraVent,,,,,,,7DVL-18,"DuraVent DVL 7"" Diameter Double Wall 18"" Length | 7DVL-18 |",,Venting Components,Product,DVL,,7DVL-18,,,,,,,,
7dvl-24,,,DuraVent,,,,,,,7DVL-24,"DuraVent DVL 7"" Diameter Double Wall 24"" Length | 7DVL-24 |",,Venting Components,Product,DVL,,7DVL-24,,,,,,,,
7dvl-46ta,,,DuraVent,,,,,,,7DVL-46TA,"DuraVent DVL 7"" Diameter Telescoping Length 29"" - 46"" | 7DVL-46TA |",,Venting Components,Product,DVL,,7DVL-46TA,,,,,,,,
7dvl-48,,,DuraVent,,,,,,,7DVL-48,"DuraVent DVL 7"" Diameter Double Wall 48"" Length | 7DVL-48 |",,Venting Components,Product,DVL,,7DVL-48,,,,,,,,
7dvl-68ta,,,DuraVent,,,,,,,7DVL-68TA,"DuraVent DVL 7"" Diameter Telescoping Length 40"" - 68"" | 7DVL-68TA |",,Venting Components,Product,DVL,,7DVL-68TA,,,,,,,,
7dvl-6adj,,,DuraVent,,,,,,,7DVL-6ADJ,"DuraVent DVL 7"" Diameter Double Wall Black 6"" Adjustable Pipe Length | 7DVL-6ADJ |",,Venting Components,Product,DVL,,7DVL-6ADJ,,,,,,,,
7dvl-ad,,,DuraVent,,,,,,,7DVL-AD,"DuraVent DVL 7"" Diameter Adapter Section No Damper | 7DVL-AD |",,Venting Components,Product,DVL,,7DVL-AD,,,,,,,,
7dvl-adc,,,DuraVent,,,,,,,7DVL-ADC,"DuraVent DVL/DuraBlack 7"" Diameter Black Chimney Adapter | 7DVL-ADC |",,Venting Components,Product,DVL,,7DVL-ADC,,,,,,,,
7dvl-adt,,,DuraVent,,,,,,,7DVL-ADT,"DuraVent DVL/DuraBlack 7"" Diameter Black Chimney Adapter/with trim | 7DVL-ADT |",,Venting Components,Product,DVL,,7DVL-ADT,,,,,,,,
7dvl-adwd,,,DuraVent,,,,,,,7DVL-ADWD,"DuraVent DVL 7"" Diameter Adapter/Damper Section | 7DVL-ADWD |",,Venting Components,Product,DVL,,7DVL-ADWD,,,,,,,,
7dvl-e45,,,DuraVent,,,,,,,7DVL-E45,"DuraVent DVL 7"" Diameter Double Wall Black 45 Degree Elbow | 7DVL-E45 |",,Venting Components,Product,DVL,,7DVL-E45,,,,,,,,
7dvl-e90,,,DuraVent,,,,,,,7DVL-E90,"DuraVent DVL 7"" Diameter Double Wall Black 90 Degree Elbow | 7DVL-E90 |",,Venting Components,Product,DVL,,7DVL-E90,,,,,,,,
7dvl-t,,,DuraVent,,,,,,,7DVL-T,"DuraVent DVL 7"" Diameter Double Wall Black Tee w/Clean-Out Cap | 7DVL-T |",,Venting Components,Product,DVL,,7DVL-T,,,,,,,,
7dvl-x6,,,DuraVent,,,,,,,7DVL-X6,"DuraVent DVL 7"" Diameter Reducer 7""-6"" | 7DVL-X6 |",,Venting Components,Product,DVL,,7DVL-X6,,,,,,,,
7dvl-x8,,,DuraVent,,,,,,,7DVL-X8,"DuraVent DVL 8"" Diameter Increaser 7"" - 8"" | 7DVL-X8 |",,Venting Components,Product,DVL,,7DVL-X8,,,,,,,,
7gv06,,,DuraVent,,,,,,,7GV06,"DuraVent Type B 6"" Length Round Rigid Pipe | 7GV06 |",,Venting Components,Product,Round Gas Vent,,7GV06,,,,,,,,
7gv12,,,DuraVent,,,,,,,7GV12,"DuraVent Type B 12"" Length Round Rigid Pipe | 7GV12 |",,Venting Components,Product,Round Gas Vent,,7GV12,,,,,,,,
7gv12a,,,DuraVent,,,,,,,7GV12A,"DuraVent Type B 12"" Length Round Adjustable Pipe | 7GV12A |",,Venting Components,Product,Round Gas Vent,,7GV12A,,,,,,,,
7gv18,,,DuraVent,,,,,,,7GV18,"DuraVent Type B 18"" Length Round Rigid Pipe | 7GV18 |",,Venting Components,Product,Round Gas Vent,,7GV18,,,,,,,,
7gv24,,,DuraVent,,,,,,,7GV24,"DuraVent Type B 24"" Length Round Rigid Pipe | 7GV24 |",,Venting Components,Product,Round Gas Vent,,7GV24,,,,,,,,
7gv36,,,DuraVent,,,,,,,7GV36,"DuraVent Type B 36"" Length Round Rigid Pipe | 7GV36 |",,Venting Components,Product,Round Gas Vent,,7GV36,,,,,,,,
7gv48,,,DuraVent,,,,,,,7GV48,"DuraVent Type B 48"" Length Round Rigid Pipe | 7GV48 |",,Venting Components,Product,Round Gas Vent,,7GV48,,,,,,,,
7gv60,,,DuraVent,,,,,,,7GV60,"DuraVent Type B 60"" Length Round Rigid Pipe | 7GV60 |",,Venting Components,Product,Round Gas Vent,,7GV60,,,,,,,,
7gvaf,,,DuraVent,,,,,,,7GVAF,DuraVent Type B Female Adapter | 7GVAF |,,Venting Components,Product,Round Gas Vent,,7GVAF,,,,,,,,
7gvam,,,DuraVent,,,,,,,7GVAM,DuraVent Type B Male Adapter | 7GVAM |,,Venting Components,Product,Round Gas Vent,,7GVAM,,,,,,,,
7gvc,,,DuraVent,,,,,,,7GVC,DuraVent Type B Draft Hood Connector | 7GVC |,,Venting Components,Product,Round Gas Vent,,7GVC,,,,,,,,
7gvf,,,DuraVent,,,,,,,7GVF,DuraVent Type B Adjustable Roof Flashing | 7GVF |,,Venting Components,Product,Round Gas Vent,,7GVF,,,,,,,,
7gvfs,,,DuraVent,,,,,,,7GVFS,DuraVent Type B Firestop Spacer | 7GVFS |,,Venting Components,Product,Round Gas Vent,,7GVFS,,,,,,,,
7gvfsr,,,DuraVent,,,,,,,7GVFSR,DuraVent Type B Steep Roof Flashing | 7GVFSR |,,Venting Components,Product,Round Gas Vent,,7GVFSR,,,,,,,,
7gvis,,,DuraVent,,,,,,,7GVIS,"DuraVent Type B Attic Insulation Shield 7"" - 8"" | 7GVIS |",,Venting Components,Product,Round Gas Vent,,7GVIS,,,,,,,,
7gvl45,,,DuraVent,,,,,,,7GVL45,DuraVent Type B 45 Degree Adjustable Elbow | 7GVL45 |,,Venting Components,Product,Round Gas Vent,,7GVL45,,,,,,,,
7gvl90,,,DuraVent,,,,,,,7GVL90,DuraVent Type B 90 Degree Adjustable Elbow | 7GVL90 |,,Venting Components,Product,Round Gas Vent,,7GVL90,,,,,,,,
7gvrs,,,DuraVent,,,,,,,7GVRS,DuraVent Type B Square Firestop Support | 7GVRS |,,Venting Components,Product,Round Gas Vent,,7GVRS,,,,,,,,
7gvrs8,,,DuraVent,,,,,,,7GVRS8,"DuraVent Type B Round Bucket Support 7"" - 8"" | 7GVRS8 |",,Venting Components,Product,Round Gas Vent,,7GVRS8,,,,,,,,
7gvsc,,,DuraVent,,,,,,,7GVSC,DuraVent Type B Storm Collar | 7GVSC |,,Venting Components,Product,Round Gas Vent,,7GVSC,,,,,,,,
7gvt,,,DuraVent,,,,,,,7GVT,DuraVent Type B Standard Tee | 7GVT |,,Venting Components,Product,Round Gas Vent,,7GVT,,,,,,,,
7gvtc,,,DuraVent,,,,,,,7GVTC,DuraVent Type B Tee Cap | 7GVTC |,,Venting Components,Product,Round Gas Vent,,7GVTC,,,,,,,,
7gvws,,,DuraVent,,,,,,,7GVWS,DuraVent Type B Wall Strap | 7GVWS |,,Venting Components,Product,Round Gas Vent,,7GVWS,,,,,,,,
7gvwt,,,DuraVent,,,,,,,7GVWT,DuraVent Type B Wall Thimble | 7GVWT |,,Venting Components,Product,Round Gas Vent,,7GVWT,,,,,,,,
7gvx8,,,DuraVent,,,,,,,7GVX8,"DuraVent Type B Increaser 7"" x 8"" | 7GVX8 |",,Venting Components,Product,Round Gas Vent,,7GVX8,,,,,,,,
7gvy35,,,DuraVent,,,,,,,7GVY35,"DuraVent Type B 7"" x 3"" x 5"" Double-Wall WYE - 45 Degree Branch | 7GVY35 |",,Venting Components,Product,Round Gas Vent,,7GVY35,,,,,,,,
7spas,43593072276,,Superior,,,,,,,7SPAS,"Superior 7"" Diameter Wood Burning Adjustable Support | 7SPAS |",,Venting Components,Product,,,7SPAS,,,,,,,,
7spc,43593072252,,Superior,,,,,,,7SPC,"Superior 7"" Diameter Wood Burning Round Cap with Spark Arrester | 7SPC |",,Venting Components,Product,,,7SPC,,,,,,,,
